 Lista de Imóveis da Caixa;;Data de geração:;06/03/2026;;;;;;;
 1555509086807 ;SC ;FLORIANOPOLIS ;COQUEIROS ;AVENIDA ENGENHEIRO MAX DE SOUZA, N. 1178, Apto 203, BL A, 3° PAVIMENTO ;460.000,00;460.000,00;0.00;Não;Apartamento, 73.14 de área total, 64.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555509086807
 1444417035848 ;SC ;FLORIANOPOLIS ;AGRONOMICA ;RUA FREI CANECA, N. 564, Apto 204,  BL A ;1.266.684,00;1.233.000,00;0.00;Não;Apartamento, 281.69 de área total, 202.45 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417035848
 10208954 ;SC ;GUARAMIRIM ;CORTICEIRA ;RUA GUILHERME RIBEIRO, N. 61, QD 01, LT 03 ;722.186,32;1.245.000,00;42.00;Não;Casa, 0.00 de área total, 336.30 de área privativa, 426.40 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10208954
 8444423759893 ;SC ;ICARA ;Baln Rincão ;RUA ONISIO FRANCISCO PEDRO, N. 224, ;390.000,00;390.000,00;0.00;Não;Casa, 60.05 de área total, 60.05 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423759893
 8787721898053 ;SC ;ICARA ;CRISTO REI ;RUA ANTONIO TASSI, N. SN, Apto 21, BL 09 BOX 226 ;186.955,09;186.000,00;0.00;Não;Apartamento, 53.21 de área total, 46.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721898053
 10206997 ;SC ;IMARUI ;Centro ;ESTRADA GERAL RIO DUNA, N. SN, AGUAS MORNAS ;985.153,60;1.654.790,54;40.47;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 715100.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10206997
 1555518430370 ;SC ;IMARUI ;CENTRO ;RUA CAPITAO JERONIMO LUIZ DE BITTENCOURT, N. 554, ;157.416,63;247.000,00;36.27;Não;Casa, 204.16 de área total, 204.16 de área privativa, 308.00 de área do terreno, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555518430370
 1444410335994 ;SC ;IMBITUBA ;ARACATUBA ; RUA CECINA DE SOUZA, N. 725, LT01, QD E ;1.100.000,00;900.000,00;0.00;Sim;Casa, 254.29 de área total, 254.29 de área privativa, 933.79 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444410335994
 8555512247415 ;SC ;ITAJAI ;CIDADE NOVA ;RUA JOAO CIRILO DA CUNHA, N. 181, LOTE 224 QUADRA 09 ;103.200,00;172.000,00;40.00;Não;Casa, 40.00 de área total, 40.00 de área privativa, 200.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512247415
 10274382 ;SC ;ITAJAI ;BARRA DO RIO ;RUA LUIZ JOSE BENTO DA SILVA, N. 167 ;695.182,44;1.090.800,00;36.27;Não;Casa, 0.00 de área total, 308.00 de área privativa, 384.90 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10274382
 8444422985105 ;SC ;ITAJAI ;ESPINHEIROS ;RUA ANTONIO JOSE REBELLO, N. 509, A ;302.000,00;302.000,00;0.00;Não;Casa, 50.00 de área total, 49.40 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422985105
 8787700508124 ;SC ;ITAJAI ;ITAIPAVA ;AVENIDA ITAIPAVA, N. 3300, Apto 202, BL 04 ;242.000,00;242.000,00;0.00;Não;Apartamento, 54.03 de área total, 48.18 de área privativa, 0.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700508124
 8787709449660 ;SC ;ITAJAI ;ITAIPAVA ;RUA MARIA DE SOUZA GONCALVES, N. 38, Apto 101, BL 05 ;240.000,00;240.000,00;0.00;Não;Apartamento, 42.41 de área total, 37.96 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709449660
 1444408515131 ;SC ;ITAJAI ;CORDEIROS ;RUA LAUDELINA DIONISIO, N. 162, ;800.000,00;800.000,00;0.00;Não;Casa, 219.54 de área total, 219.54 de área privativa, 233.20 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408515131
 1444423649577 ;SC ;ITAJAI ;CANHANDUBA ;RUA ALVARO BERALDI, N. 460, Apto 1206, TR 02 ;355.000,00;355.000,00;0.00;Não;Apartamento, 56.83 de área total, 45.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423649577
 8555521002632 ;SC ;ITAJAI ;CANHANDUBA ;RUA ALVARO BERALDI, N. 400, Apto 302, BL 7 ;310.000,00;310.000,00;0.00;Não;Apartamento, 61.00 de área total, 53.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521002632
 1444400104060 ;SC ;ITAPEMA ;MORRETES ; RUA 436, N. 660, CS 01 ;385.000,00;385.000,00;0.00;Não;Casa, 57.34 de área total, 56.25 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400104060
 1444422827030 ;SC ;ITAPOA ;CENTRO ;RUA 1420 DR LEOCADIO JOSE CORREIA, N. 55, Apto 01, ;736.995,19;400.000,00;0.00;Não;Apartamento, 81.00 de área total, 78.49 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422827030
 1444418370080 ;SC ;ITAPOA ;BARRA DO SAI ;RUA CRISTOVAO COLOMBO, N. SN, LT 13 QD 100 ;465.228,03;235.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418370080
 8787711605606 ;SC ;JARAGUA DO SUL ;JARAGUA 99 ;RUA BERTHA WEEGE, N. 1550, Apto 303, BL 06 VG 84 ;114.838,57;190.000,00;39.56;Não;Apartamento, 45.66 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711605606
 8444425079857 ;SC ;JARAGUA DO SUL ;TRES RIOS DO SUL ; RUA 1262-OLIVIO SARTI, N. 120, Apto 201, ;175.000,00;175.000,00;0.00;Não;Apartamento, 56.81 de área total, 48.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425079857
 8041700020056 ;SC ;JARAGUA DO SUL ;JARAGUA 84 ;RUA SILVINO LESKOWICZ, N. 641, ;380.000,00;380.000,00;0.00;Não;Casa, 65.00 de área total, 65.00 de área privativa, 308.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8041700020056
 8444418204145 ;SC ;JARAGUA DO SUL ;RIO CERRO II ;RUA ALBERTO UTPADEL, N. 43, LT 05 ;290.000,00;274.000,00;0.00;Sim;Casa, 40.81 de área total, 40.81 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418204145
 8444414062613 ;SC ;JARAGUA DO SUL ;TRES RIOS DO NORTE ;RUA 1304 JOSE FOSSILE FILHO, N. 111, LT 01 ;370.000,00;325.972,00;0.00;Não;Casa, 44.38 de área total, 44.38 de área privativa, 416.95 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414062613
 8444409712591 ;SC ;JARDINOPOLIS ;CENTRO ; RUA VALDEMAR ZUCHINALI, RUA 02, N. SN, LT12, QD B, LOT ROLIN ZAGO ;139.291,93;50.000,00;0.00;Não;Casa, 69.60 de área total, 69.60 de área privativa, 375.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409712591
 1444422154485 ;SC ;JOACABA ;CENTRO ; RUA CORONEL JOAQUIM TORRES, N. 851, Apto 302, ;581.750,00;581.750,00;0.00;Não;Apartamento, 103.66 de área total, 92.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422154485
 8787710809240 ;SC ;JOINVILLE ;VILA NOVA ;RUA GERHARD BARKEMEYER, N. 400, Apto 204, 2º PAVIMENTO BLOCO 08 ;135.600,00;226.000,00;40.00;Não;Apartamento, 73.70 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710809240
 8787708344546 ;SC ;JOINVILLE ;AVENTUREIRO ;R ADOLFO RIBEIRO PADILHA, N. 167, Apto 406,  TORRE 2 ;165.000,00;275.000,00;40.00;Não;Apartamento, 62.23 de área total, 52.17 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708344546
 8555533233286 ;SC ;JOINVILLE ;PARANAGUAMIRIM ;AVENIDA AULO ABRAÃO FRANCISCO, N. SN, Apto 203, BLOCO 4 ;123.904,77;205.000,00;39.56;Não;Apartamento, 50.34 de área total, 45.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533233286
 10193940 ;SC ;JOINVILLE ;ZONA INDUSTRIAL NORTE ;RUA RUI BARBOSA, N. 3230, Apto ., ANTIGO Nº 2930 ;5.243.826,79;8.588.000,00;38.95;Não;Galpão, 0.00 de área total, 2048.20 de área privativa, 49559.45 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10193940
 8787704677354 ;SC ;JOINVILLE ;FLORESTA ;RUA AUGUSTO SCHMIDT, N. 432, Apto 107, ;165.322,22;270.000,00;38.77;Não;Apartamento, 80.14 de área total, 58.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704677354
 8444416710221 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA JOAO TOMAS DA SILVA, N. 228, Apto 401, VG 01 ;167.159,13;273.000,00;38.77;Não;Apartamento, 60.67 de área total, 47.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416710221
 8444423912217 ;SC ;JOINVILLE ;PARANAGUAMIRIM ;RUA PADRE ALOISIUS HELMANN, N. 295,  UNIDADE 01 ;158.653,51;255.000,00;37.79;Não;Casa, 72.00 de área total, 69.00 de área privativa, 72.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423912217
 10215141 ;SC ;JOINVILLE ;SANTA CATARINA ;RUA WALDEMIRO JOSE BORGES, N. 187 ;764.090,67;1.198.922,84;36.27;Não;Comercial, 0.00 de área total, 375.00 de área privativa, 2855.75 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215141
 8555539802118 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA ANTONIO JOSE DA COSTA, N. 340, Apto 503, BL 13 ;138.922,41;197.000,00;29.49;Não;Apartamento, 51.54 de área total, 44.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539802118
 8787711169610 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA JARIVATUBA, N. 2120, Apto 201, BLOCO 04 ;123.353,87;173.000,00;28.70;Não;Apartamento, 0.00 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711169610
 8444424107970 ;SC ;JOINVILLE ;NOVA BRASILIA ;RUA FELICIDADE, N. 243, UN 05 ;321.000,00;321.000,00;0.00;Não;Casa, 62.40 de área total, 60.32 de área privativa, 93.89 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424107970
 1444416800893 ;SC ;JOINVILLE ;VILA NOVA ;RUA MARCIO LUCKOW, N. 736, CS GEMINADA 01 ;366.160,04;366.160,04;0.00;Não;Casa, 73.78 de área total, 71.06 de área privativa, 88.59 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416800893
 8444403281440 ;SC ;JOINVILLE ;VILA NOVA ;RUA JULIO STOLF, N. 15798, Apto 405, BL B VG 83 ;230.000,00;230.000,00;0.00;Não;Apartamento, 61.64 de área total, 50.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403281440
 8555502652082 ;SC ;JOINVILLE ;VILA NOVA ;RUA JULIO STOLF, N. 15798, Apto 207, BL D ;250.000,00;250.000,00;0.00;Não;Apartamento, 62.12 de área total, 51.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502652082
 8444404515089 ;SC ;JOINVILLE ;IRIRIU ;RUA RIACHO DE SANTANA, N. 985, CS 03 ;285.000,00;285.000,00;0.00;Não;Casa, 62.89 de área total, 59.54 de área privativa, 55.83 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404515089
 8444414322399 ;SC ;JOINVILLE ;IRIRIU ;RUA CHURCHIL, N. 59, Apto 301, ;300.000,00;300.000,00;0.00;Não;Apartamento, 69.74 de área total, 59.98 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414322399
 8787717345207 ;SC ;JOINVILLE ;FLORESTA ;RUA AQUINO MANOEL QUINTINO, N. 536, Apto 904, TORRE 07 ;265.000,00;265.000,00;0.00;Não;Apartamento, 54.47 de área total, 44.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717345207
 8444404983066 ;SC ;JOINVILLE ;AVENTUREIRO ;RUA HABIB FARAH, N. 138, Apto 101, VG 01 ;290.000,00;290.000,00;0.00;Não;Apartamento, 57.89 de área total, 54.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404983066
 8444411305833 ;SC ;JOINVILLE ;AVENTUREIRO ;RUA AZULAO, N. 295, Apto 103, TERREO, VG03 ;246.000,00;246.000,00;0.00;Não;Apartamento, 0.00 de área total, 49.92 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411305833
 8444420578260 ;SC ;JOINVILLE ;AVENTUREIRO ;RUA JACOB FORBICE, N. 82, Apto 102, VG 01 ;236.000,00;236.000,00;0.00;Não;Apartamento, 63.79 de área total, 51.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420578260
 8555539317864 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA ANTONIO JOSE DA COSTA, N. 340, Apto 204, BL 14 ;206.000,00;206.000,00;0.00;Não;Apartamento, 51.56 de área total, 44.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539317864
 8444425492665 ;SC ;JOINVILLE ;JARDIM PARAISO ;RUA PISCIS AUSTRINUS, N. 44, CS 02 ;235.000,00;235.000,00;0.00;Não;Casa, 56.20 de área total, 53.49 de área privativa, 97.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425492665
 8444427128014 ;SC ;JOINVILLE ;JARDIM PARAISO ;RUA PUPPIS, N. 933, CS02 ;225.000,00;225.000,00;0.00;Não;Casa, 52.90 de área total, 50.45 de área privativa, 98.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427128014
 8444409585999 ;SC ;JOINVILLE ;AVENTUREIRO ;RUA JOAO ALVIM DUARTE, N. 361, Apto 201, ;190.695,31;188.000,00;0.00;Não;Apartamento, 54.68 de área total, 48.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409585999
 1444415924149 ;SC ;JOINVILLE ;SAGUACU ;RUA PIRATUBA, N. 477, ;640.875,00;630.000,00;0.00;Não;Casa, 174.50 de área total, 174.50 de área privativa, 570.00 de área do terreno,  3 qto(s), a.serv, WC, 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415924149
 8787717189140 ;SC ;JOINVILLE ;FLORESTA ;RUA AQUINO MANOEL QUINTINO, N. 536, Apto 307, TORRE 05 VG 208 ;260.271,00;252.862,70;0.00;Não;Apartamento, 80.56 de área total, 44.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717189140
 8444429658371 ;SC ;JOINVILLE ;VILA NOVA ;RUA SAO FIRMINO, N. 602, Apto 204, BL1 ;201.016,00;193.000,00;0.00;Não;Apartamento, 48.77 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429658371
 8787715545853 ;SC ;JOINVILLE ;PARQUE GUARANI ;RUA BOEHMERWALD, N. 2153, Apto 501, TORRE 05 VG 139 ;217.302,53;200.000,00;0.00;Não;Apartamento, 49.77 de área total, 43.03 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715545853
 8787714403320 ;SC ;JOINVILLE ;JOAO COSTA ;RUA JOAO DA COSTA JUNIOR, N. 0, Apto 203, BL 02, VAGA DE GARAGEM Nº 17 ;212.759,05;190.000,00;0.00;Não;Apartamento, 48.59 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714403320
 8555527320660 ;SC ;JOINVILLE ;JOAO COSTA ;RUA NILSON JOAO RAULINO, N. 350, Apto 302, BL 23 VG 138 ;192.688,00;150.000,00;0.00;Não;Apartamento, 61.52 de área total, 54.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527320660
